HOSTNAME,TIME,NET,MEM,CPU
host-10-9-3-167,1432691789,2826940,368968,0.13
host-10-9-3-168,1432691790,2377028,483564,0.02
mosix1.curs.pub.ro,1432691790,2848032,519024,0.24
host-10-9-3-167,1432691790,2826944,369396,0.13
host-10-9-3-168,1432691792,2377032,483424,0.02
mosix1.curs.pub.ro,1432691792,2848036,518900,0.24
host-10-9-3-167,1432691792,2826944,369512,0.13
host-10-9-3-168,1432691793,2377032,483572,0.02
mosix1.curs.pub.ro,1432691793,2848036,519040,0.24
host-10-9-3-167,1432691793,2826948,369636,0.12
host-10-9-3-168,1432691795,2377036,483548,0.02
mosix1.curs.pub.ro,1432691795,2848040,519040,0.24
host-10-9-3-167,1432691795,2826948,369520,0.12
host-10-9-3-168,1432691796,2377036,483548,0.02
mosix1.curs.pub.ro,1432691797,2848040,519164,0.38
host-10-9-3-167,1432691796,2826956,369108,0.12
host-10-9-3-168,1432691798,2377040,483672,0.02
mosix1.curs.pub.ro,1432691798,2848040,519288,0.38
host-10-9-3-167,1432691823,2826956,368316,0.07
host-10-9-3-168,1432691824,2377040,483672,0.01
mosix1.curs.pub.ro,1432691824,2848044,519032,0.25
host-10-9-3-167,1432691824,2826960,370380,0.07
host-10-9-3-168,1432691826,2377044,483672,0.01
mosix1.curs.pub.ro,1432691826,2848048,519304,0.23
host-10-9-3-167,1432691826,2826960,370396,0.07
host-10-9-3-168,1432691827,2377044,483812,0.33
mosix1.curs.pub.ro,1432691828,2848048,519436,0.23
host-10-9-3-167,1432691827,2826964,370388,0.06
host-10-9-3-168,1432691829,2377048,483804,0.33
mosix1.curs.pub.ro,1432691829,2848052,519288,0.23
host-10-9-3-167,1432691829,2826968,370512,0.06
host-10-9-3-168,1432691830,2377048,483812,0.33
mosix1.curs.pub.ro,1432691831,2848056,519428,0.29
host-10-9-3-167,1432691830,2826968,370504,0.06
host-10-9-3-168,1432691832,2377052,483928,0.33
mosix1.curs.pub.ro,1432691832,2848060,519304,0.29
host-10-9-3-167,1432691832,2826972,370404,0.06
host-10-9-3-168,1432691833,2377052,483928,0.31
mosix1.curs.pub.ro,1432691834,2848060,519420,0.29
host-10-9-3-167,1432691833,2826972,370652,0.38
host-10-9-3-168,1432691835,2377056,483928,0.31
mosix1.curs.pub.ro,1432691835,2848068,519660,0.29
host-10-9-3-167,1432691835,2826976,370636,0.38
host-10-9-3-168,1432691836,2377060,484176,0.31
mosix1.curs.pub.ro,1432691837,2848068,519544,0.35
host-10-9-3-167,1432691836,2826976,370504,0.38
host-10-9-3-168,1432691838,2377060,484044,0.28
mosix1.curs.pub.ro,1432691838,2848072,519676,0.35
host-10-9-3-167,1432691838,2826980,370768,0.35
host-10-9-3-168,1432691839,2377064,484052,0.28
mosix1.curs.pub.ro,1432691840,2848072,519800,0.35
host-10-9-3-167,1432691839,2826980,370644,0.35
host-10-9-3-168,1432691841,2377064,484184,0.28
mosix1.curs.pub.ro,1432691841,2848080,519676,0.32
host-10-9-3-167,1432691841,2826984,370900,0.35
host-10-9-3-168,1432691842,2377068,484184,0.26
mosix1.curs.pub.ro,1432691843,2848084,519800,0.32
host-10-9-3-167,1432691842,2826984,370652,0.32
host-10-9-3-168,1432691844,2377068,484168,0.26
mosix1.curs.pub.ro,1432691844,2848084,519924,0.32
host-10-9-3-167,1432691844,2826988,370652,0.32
host-10-9-3-168,1432691845,2377076,484292,0.26
mosix1.curs.pub.ro,1432691846,2848088,519908,0.29
host-10-9-3-167,1432691845,2826988,370752,0.32
host-10-9-3-168,1432691847,2377076,484192,0.26
mosix1.curs.pub.ro,1432691847,2848088,520056,0.29
host-10-9-3-167,1432691847,2826992,370768,0.32
host-10-9-3-168,1432691848,2377080,484300,0.24
mosix1.curs.pub.ro,1432691849,2848092,520164,0.29
host-10-9-3-167,1432691848,2826996,370752,0.54
host-10-9-3-168,1432691850,2377080,484424,0.24
mosix1.curs.pub.ro,1432691850,2848092,520172,0.29
host-10-9-3-167,1432691850,2826996,370892,0.54
host-10-9-3-168,1432691851,2377084,484308,0.24
mosix1.curs.pub.ro,1432691852,2848096,520172,0.35
host-10-9-3-167,1432691851,2827004,370900,0.54
host-10-9-3-168,1432691853,2377084,484548,0.22
mosix1.curs.pub.ro,1432691853,2848096,520420,0.35
host-10-9-3-167,1432691853,2827004,371016,0.49
host-10-9-3-168,1432691854,2377088,484548,0.22
mosix1.curs.pub.ro,1432691855,2848100,520172,0.35
host-10-9-3-167,1432691854,2827008,371016,0.49
host-10-9-3-168,1432691856,2377088,484416,0.22
mosix1.curs.pub.ro,1432691856,2848100,520280,0.40
host-10-9-3-167,1432691856,2827008,370916,0.49
host-10-9-3-168,1432691857,2377092,484664,0.20
mosix1.curs.pub.ro,1432691858,2848104,520428,0.40
host-10-9-3-167,1432691857,2827012,371140,0.45
host-10-9-3-168,1432691859,2377096,484680,0.20
mosix1.curs.pub.ro,1432691859,2848104,520420,0.40
host-10-9-3-167,1432691859,2827012,371024,0.45
host-10-9-3-168,1432691860,2377096,484540,0.20
mosix1.curs.pub.ro,1432691861,2848108,520544,0.37
host-10-9-3-167,1432691860,2827016,371040,0.45
host-10-9-3-168,1432691862,2377100,484788,0.20
mosix1.curs.pub.ro,1432691862,2848108,520676,0.37
host-10-9-3-167,1432691862,2827016,371156,0.58
host-10-9-3-168,1432691863,2377100,484664,0.35
mosix1.curs.pub.ro,1432691864,2848112,520536,0.37
host-10-9-3-167,1432691863,2827020,371148,0.58
host-10-9-3-168,1432691865,2377104,484796,0.35
mosix1.curs.pub.ro,1432691865,2848112,520668,0.42
host-10-9-3-167,1432691865,2827020,371024,0.58
host-10-9-3-168,1432691866,2377104,484912,0.35
mosix1.curs.pub.ro,1432691867,2848120,520800,0.42
host-10-9-3-167,1432691866,2827024,371140,0.58
host-10-9-3-168,1432691868,2377108,484788,0.32
mosix1.curs.pub.ro,1432691868,2848120,520792,0.42
host-10-9-3-167,1432691868,2827028,371148,0.53
host-10-9-3-168,1432691869,2377108,484796,0.32
mosix1.curs.pub.ro,1432691870,2848124,520776,0.42
host-10-9-3-167,1432691869,2827028,371148,0.53
host-10-9-3-168,1432691871,2377112,485036,0.32
mosix1.curs.pub.ro,1432691871,2848124,520056,0.39
host-10-9-3-167,1432691871,2827032,371288,0.53
host-10-9-3-168,1432691873,2377112,484812,0.29
mosix1.curs.pub.ro,1432691873,2848128,520016,0.39
host-10-9-3-167,1432691872,2827032,371264,0.49
host-10-9-3-168,1432691874,2377116,484804,0.29
mosix1.curs.pub.ro,1432691874,2848132,520272,0.39
host-10-9-3-167,1432691874,2827036,371288,0.49
host-10-9-3-168,1432691875,2377116,484936,0.29
mosix1.curs.pub.ro,1432691876,2848132,520148,0.36
host-10-9-3-167,1432691875,2827036,371388,0.49
host-10-9-3-168,1432691877,2377120,484912,0.29
mosix1.curs.pub.ro,1432691877,2848136,520264,0.36
host-10-9-3-167,1432691877,2827040,371388,0.49
host-10-9-3-168,1432691878,2377124,484920,0.27
mosix1.curs.pub.ro,1432691879,2848140,520032,0.36
host-10-9-3-167,1432691878,2827040,371404,0.45
host-10-9-3-168,1432691880,2377128,484920,0.27
mosix1.curs.pub.ro,1432691905,2848144,519720,0.23
host-10-9-3-167,1432691905,2827044,371288,0.30
host-10-9-3-168,1432691906,2377132,484920,0.18
mosix1.curs.pub.ro,1432691907,2848144,520388,0.22
host-10-9-3-167,1432691906,2827044,371652,0.30
host-10-9-3-168,1432691908,2377132,484920,0.16
mosix1.curs.pub.ro,1432691908,2848148,520396,0.22
host-10-9-3-167,1432691908,2827048,371636,0.27
host-10-9-3-168,1432691909,2377136,484920,0.16
mosix1.curs.pub.ro,1432691909,2848156,520396,0.22
host-10-9-3-167,1432691909,2827048,371528,0.27
host-10-9-3-168,1432691911,2377136,485184,0.16
mosix1.curs.pub.ro,1432691911,2848156,520528,0.20
host-10-9-3-167,1432691911,2827056,371512,0.27
host-10-9-3-168,1432691912,2377140,485184,0.31
mosix1.curs.pub.ro,1432691912,2848164,520000,0.20
host-10-9-3-167,1432691912,2827060,371644,0.57
host-10-9-3-168,1432691914,2377140,485292,0.31
mosix1.curs.pub.ro,1432691939,2848164,519956,0.13
host-10-9-3-167,1432691938,2827060,371636,0.38
host-10-9-3-168,1432691940,2377144,485292,0.20
mosix1.curs.pub.ro,1432691940,2848168,520656,0.36
host-10-9-3-167,1432691940,2827064,371644,0.38
host-10-9-3-168,1432691942,2377144,485284,0.20
mosix1.curs.pub.ro,1432691942,2848168,520640,0.36
host-10-9-3-167,1432691941,2827064,371644,0.38
host-10-9-3-168,1432691943,2377148,485308,0.19
mosix1.curs.pub.ro,1432691943,2848172,520756,0.36
host-10-9-3-167,1432691943,2827068,371900,0.35
host-10-9-3-168,1432691944,2377148,485284,0.19
mosix1.curs.pub.ro,1432691945,2848176,520756,0.36
host-10-9-3-167,1432691944,2827068,371760,0.35
host-10-9-3-168,1432691946,2377152,485284,0.19
mosix1.curs.pub.ro,1432691946,2848180,520368,0.33
host-10-9-3-167,1432691946,2827072,371776,0.35
host-10-9-3-168,1432691947,2377156,485408,0.41
mosix1.curs.pub.ro,1432691973,2848180,519692,0.22
host-10-9-3-167,1432691972,2827072,371652,0.45
host-10-9-3-168,1432691974,2377156,485424,0.27
mosix1.curs.pub.ro,1432691974,2848184,521756,0.22
host-10-9-3-167,1432691974,2827076,372132,0.45
host-10-9-3-168,1432691975,2377160,485408,0.27
mosix1.curs.pub.ro,1432691976,2848184,521772,0.28
host-10-9-3-167,1432691975,2827076,372148,0.45
host-10-9-3-168,1432691977,2377160,485532,0.27
mosix1.curs.pub.ro,1432691977,2848188,521872,0.28
host-10-9-3-167,1432691977,2827080,372156,0.45
host-10-9-3-168,1432691978,2377164,485664,0.25
mosix1.curs.pub.ro,1432691979,2848188,521748,0.28
host-10-9-3-167,1432691978,2827080,372264,0.41
host-10-9-3-168,1432691980,2377164,485664,0.25
mosix1.curs.pub.ro,1432691980,2848192,521996,0.28
host-10-9-3-167,1432691980,2827084,372272,0.41
host-10-9-3-168,1432691981,2377168,485532,0.25
mosix1.curs.pub.ro,1432691982,2848192,521996,0.42
host-10-9-3-167,1432691981,2827088,372256,0.41
host-10-9-3-168,1432691983,2377168,485788,0.23
mosix1.curs.pub.ro,1432691983,2848196,522012,0.42
host-10-9-3-167,1432691983,2827088,371628,0.38
host-10-9-3-168,1432691984,2377172,485680,0.23
mosix1.curs.pub.ro,1432691985,2848196,522120,0.42
host-10-9-3-167,1432691984,2827092,371628,0.38
host-10-9-3-168,1432691986,2377172,485532,0.23
mosix1.curs.pub.ro,1432691986,2848200,522020,0.39
host-10-9-3-167,1432691986,2827096,371520,0.38
host-10-9-3-168,1432691987,2377176,485780,0.53
mosix1.curs.pub.ro,1432691988,2848200,522136,0.39
host-10-9-3-167,1432691987,2827100,371620,0.43
host-10-9-3-168,1432691989,2377180,485796,0.53
mosix1.curs.pub.ro,1432691989,2848204,522260,0.39
host-10-9-3-167,1432691989,2827104,371628,0.43
host-10-9-3-168,1432691990,2377184,485788,0.53
mosix1.curs.pub.ro,1432691991,2848208,522128,0.43
host-10-9-3-167,1432691990,2827104,371116,0.43
host-10-9-3-168,1432691992,2377184,485920,0.53
mosix1.curs.pub.ro,1432691992,2848212,522260,0.43
host-10-9-3-167,1432692017,2827112,371216,0.28
host-10-9-3-168,1432692018,2377188,480192,0.38
mosix1.curs.pub.ro,1432692019,2848216,522516,0.29
host-10-9-3-167,1432692018,2827116,371504,0.26
host-10-9-3-168,1432692020,2377196,480200,0.38
mosix1.curs.pub.ro,1432692020,2848220,522244,0.42
host-10-9-3-167,1432692020,2827120,371752,0.26
host-10-9-3-168,1432692022,2377196,480232,0.38
mosix1.curs.pub.ro,1432692022,2848224,522368,0.42
host-10-9-3-167,1432692021,2827124,371752,0.26
host-10-9-3-168,1432692023,2377200,480216,0.35
mosix1.curs.pub.ro,1432692023,2848224,522384,0.42
host-10-9-3-167,1432692023,2827124,371876,0.24
host-10-9-3-168,1432692025,2377200,480216,0.35
mosix1.curs.pub.ro,1432692025,2848228,522408,0.42
host-10-9-3-167,1432692024,2827128,371504,0.24
host-10-9-3-168,1432692026,2377204,480340,0.35
mosix1.curs.pub.ro,1432692026,2848228,522532,0.39
host-10-9-3-167,1432692051,2827132,371472,0.16
host-10-9-3-168,1432692052,2377204,480340,0.21
mosix1.curs.pub.ro,1432692053,2848236,522392,0.26
host-10-9-3-167,1432692052,2827136,371868,0.15
host-10-9-3-168,1432692054,2377208,480348,0.21
mosix1.curs.pub.ro,1432692054,2848236,522672,0.26
host-10-9-3-167,1432692054,2827136,371892,0.15
host-10-9-3-168,1432692056,2377208,480464,0.21
mosix1.curs.pub.ro,1432692056,2848240,522772,0.24
host-10-9-3-167,1432692055,2827140,372008,0.15
host-10-9-3-168,1432692057,2377212,480456,0.21
mosix1.curs.pub.ro,1432692057,2848240,522648,0.24
host-10-9-3-167,1432692057,2827140,372008,0.15
host-10-9-3-168,1432692059,2377216,480440,0.51
mosix1.curs.pub.ro,1432692059,2848244,522780,0.24
host-10-9-3-167,1432692058,2827148,371480,0.45
host-10-9-3-168,1432692060,2377216,480564,0.51
mosix1.curs.pub.ro,1432692060,2848244,523036,0.38
host-10-9-3-167,1432692085,2827148,370936,0.30
host-10-9-3-168,1432692087,2377220,480440,0.41
mosix1.curs.pub.ro,1432692087,2848248,522788,0.25
host-10-9-3-167,1432692086,2827152,372644,0.30
host-10-9-3-168,1432692088,2377220,480456,0.38
mosix1.curs.pub.ro,1432692088,2848252,522896,0.25
host-10-9-3-167,1432692088,2827152,373032,0.28
host-10-9-3-168,1432692090,2377224,480456,0.38
mosix1.curs.pub.ro,1432692090,2848252,522904,0.25
host-10-9-3-167,1432692090,2827156,373000,0.28
host-10-9-3-168,1432692091,2377224,480712,0.38
mosix1.curs.pub.ro,1432692092,2848256,522896,0.23
host-10-9-3-167,1432692091,2827156,373000,0.28
host-10-9-3-168,1432692093,2377228,480704,0.35
mosix1.curs.pub.ro,1432692093,2848256,522996,0.23
host-10-9-3-167,1432692093,2827160,373016,0.25
host-10-9-3-168,1432692094,2377228,480704,0.35
mosix1.curs.pub.ro,1432692095,2848256,523020,0.23
host-10-9-3-167,1432692094,2827160,373124,0.25
host-10-9-3-168,1432692096,2377232,480712,0.35
mosix1.curs.pub.ro,1432692096,2848260,523004,0.21
host-10-9-3-167,1432692096,2827164,373248,0.25
host-10-9-3-168,1432692097,2377232,480704,0.35
mosix1.curs.pub.ro,1432692098,2848260,523136,0.21
host-10-9-3-167,1432692097,2827168,373140,0.39
host-10-9-3-168,1432692099,2377240,480952,0.56
mosix1.curs.pub.ro,1432692099,2848264,523152,0.21
host-10-9-3-167,1432692099,2827168,373124,0.39
host-10-9-3-168,1432692100,2377240,480828,0.56
mosix1.curs.pub.ro,1432692101,2848264,523408,0.19
host-10-9-3-167,1432692100,2827172,373248,0.39
host-10-9-3-168,1432692102,2377244,480836,0.56
mosix1.curs.pub.ro,1432692102,2848268,523392,0.19
host-10-9-3-167,1432692102,2827172,373272,0.39
host-10-9-3-168,1432692103,2377244,481068,0.52
mosix1.curs.pub.ro,1432692104,2848268,523260,0.19
host-10-9-3-167,1432692103,2827176,373280,0.36
host-10-9-3-168,1432692105,2377248,480952,0.52
mosix1.curs.pub.ro,1432692105,2848272,523392,0.19
host-10-9-3-167,1432692105,2827176,373372,0.36
host-10-9-3-168,1432692106,2377252,480952,0.52
mosix1.curs.pub.ro,1432692107,2848272,523384,0.50
host-10-9-3-167,1432692106,2827180,373396,0.36
host-10-9-3-168,1432692108,2377252,481068,0.47
mosix1.curs.pub.ro,1432692108,2848288,523524,0.50
host-10-9-3-167,1432692108,2827180,373256,0.33
host-10-9-3-168,1432692109,2377256,480952,0.47
mosix1.curs.pub.ro,1432692110,2848288,523756,0.50
host-10-9-3-167,1432692109,2827184,373496,0.33
host-10-9-3-168,1432692111,2377256,480944,0.47
mosix1.curs.pub.ro,1432692111,2848292,523400,0.46
host-10-9-3-167,1432692111,2827184,373396,0.33
host-10-9-3-168,1432692112,2377260,481076,0.76
mosix1.curs.pub.ro,1432692113,2848292,523632,0.46
host-10-9-3-167,1432692112,2827188,373504,0.31
host-10-9-3-168,1432692114,2377260,481200,0.76
mosix1.curs.pub.ro,1432692114,2848296,523896,0.46
host-10-9-3-167,1432692114,2827188,373512,0.31
host-10-9-3-168,1432692116,2377264,481092,0.76
mosix1.curs.pub.ro,1432692116,2848296,523880,0.42
host-10-9-3-167,1432692115,2827192,373372,0.31
host-10-9-3-168,1432692117,2377264,481332,0.76
mosix1.curs.pub.ro,1432692117,2848300,524004,0.42
host-10-9-3-167,1432692117,2827196,373636,0.31
host-10-9-3-168,1432692119,2377268,481076,0.70
mosix1.curs.pub.ro,1432692119,2848300,524144,0.42
host-10-9-3-167,1432692118,2827200,373496,0.36
host-10-9-3-168,1432692120,2377268,481192,0.70
mosix1.curs.pub.ro,1432692120,2848308,524128,0.47
host-10-9-3-167,1432692120,2827204,373496,0.36
host-10-9-3-168,1432692122,2377272,481316,0.70
mosix1.curs.pub.ro,1432692122,2848308,524268,0.47
host-10-9-3-167,1432692121,2827204,373752,0.36
host-10-9-3-168,1432692123,2377272,481340,0.64
mosix1.curs.pub.ro,1432692123,2848312,524384,0.47
host-10-9-3-167,1432692123,2827208,373636,0.33
host-10-9-3-168,1432692125,2377276,481316,0.64
mosix1.curs.pub.ro,1432692125,2848312,524268,0.47
host-10-9-3-167,1432692125,2827208,373496,0.33
host-10-9-3-168,1432692126,2377280,481464,0.64
mosix1.curs.pub.ro,1432692127,2848316,524392,0.43
host-10-9-3-167,1432692126,2827212,373728,0.33
host-10-9-3-168,1432692128,2377280,481440,0.59
mosix1.curs.pub.ro,1432692128,2848316,524376,0.43
host-10-9-3-167,1432692128,2827212,373736,0.31
host-10-9-3-168,1432692129,2377284,481316,0.59
mosix1.curs.pub.ro,1432692130,2848320,524500,0.43
host-10-9-3-167,1432692129,2827216,373736,0.31
host-10-9-3-168,1432692131,2377284,481688,0.59
mosix1.curs.pub.ro,1432692131,2848320,524648,0.40
host-10-9-3-167,1432692131,2827216,373852,0.31
host-10-9-3-168,1432692132,2377288,481696,0.59
mosix1.curs.pub.ro,1432692133,2848324,524648,0.40
host-10-9-3-167,1432692132,2827220,373884,0.44
host-10-9-3-168,1432692134,2377292,481564,0.78
mosix1.curs.pub.ro,1432692134,2848324,524772,0.40
host-10-9-3-167,1432692134,2827220,373744,0.44
host-10-9-3-168,1432692135,2377296,481812,0.78
mosix1.curs.pub.ro,1432692136,2848328,524844,0.44
host-10-9-3-167,1432692135,2827224,373892,0.44
host-10-9-3-168,1432692137,2377296,481688,0.78
mosix1.curs.pub.ro,1432692137,2848328,524712,0.44
host-10-9-3-167,1432692137,2827224,373892,0.44
host-10-9-3-168,1432692138,2377300,481820,0.72
mosix1.curs.pub.ro,1432692139,2848332,524704,0.44
host-10-9-3-167,1432692138,2827228,374140,0.41
host-10-9-3-168,1432692140,2377300,481828,0.72
mosix1.curs.pub.ro,1432692140,2848336,524844,0.44
host-10-9-3-167,1432692140,2827228,373992,0.41
host-10-9-3-168,1432692141,2377304,481820,0.72
mosix1.curs.pub.ro,1432692142,2848340,524828,0.57
host-10-9-3-167,1432692141,2827232,373868,0.41
host-10-9-3-168,1432692143,2377304,481696,0.66
mosix1.curs.pub.ro,1432692143,2848340,524968,0.57
host-10-9-3-167,1432692143,2827236,374140,0.37
host-10-9-3-168,1432692145,2377308,481820,0.66
mosix1.curs.pub.ro,1432692145,2848348,524952,0.57
host-10-9-3-167,1432692144,2827236,374116,0.37
host-10-9-3-168,1432692146,2377312,481936,0.66
mosix1.curs.pub.ro,1432692146,2848348,525076,0.52
host-10-9-3-167,1432692146,2827240,374116,0.37
host-10-9-3-168,1432692148,2377312,481812,0.61
mosix1.curs.pub.ro,1432692148,2848352,525100,0.52
host-10-9-3-167,1432692147,2827240,374264,0.34
host-10-9-3-168,1432692149,2377316,481952,0.61
mosix1.curs.pub.ro,1432692149,2848352,525084,0.52
host-10-9-3-167,1432692149,2827244,374264,0.34
host-10-9-3-168,1432692151,2377316,481944,0.61
mosix1.curs.pub.ro,1432692151,2848356,525224,0.48
host-10-9-3-167,1432692150,2827244,374396,0.34
host-10-9-3-168,1432692152,2377320,481944,0.61
mosix1.curs.pub.ro,1432692153,2848356,525200,0.48
host-10-9-3-167,1432692152,2827252,374248,0.34
host-10-9-3-168,1432692154,2377320,482060,1.04
mosix1.curs.pub.ro,1432692154,2848356,525208,0.48
host-10-9-3-167,1432692154,2827252,374240,0.40
host-10-9-3-168,1432692155,2377324,482076,1.04
mosix1.curs.pub.ro,1432692156,2848360,525332,0.52
host-10-9-3-167,1432692155,2827256,374472,0.40
host-10-9-3-168,1432692157,2377324,482184,1.04
mosix1.curs.pub.ro,1432692157,2848360,525332,0.52
host-10-9-3-167,1432692157,2827256,374348,0.40
host-10-9-3-168,1432692158,2377328,482192,0.96
mosix1.curs.pub.ro,1432692159,2848364,525448,0.52
host-10-9-3-167,1432692158,2827260,374348,0.37
host-10-9-3-168,1432692160,2377328,482184,0.96
mosix1.curs.pub.ro,1432692160,2848364,525456,0.52
host-10-9-3-167,1432692160,2827260,374480,0.37
host-10-9-3-168,1432692161,2377332,482184,0.96
mosix1.curs.pub.ro,1432692162,2848368,525340,0.48
host-10-9-3-167,1432692161,2827264,374472,0.37
host-10-9-3-168,1432692163,2377332,482448,0.88
mosix1.curs.pub.ro,1432692163,2848368,525572,0.48
host-10-9-3-167,1432692163,2827264,374472,0.34
host-10-9-3-168,1432692164,2377336,482324,0.88
mosix1.curs.pub.ro,1432692165,2848376,525696,0.48
host-10-9-3-167,1432692164,2827268,374472,0.34
host-10-9-3-168,1432692166,2377340,482332,0.88
mosix1.curs.pub.ro,1432692166,2848376,525696,0.44
host-10-9-3-167,1432692166,2827272,368652,0.34
host-10-9-3-168,1432692167,2377340,482308,0.97
mosix1.curs.pub.ro,1432692168,2848380,525836,0.44
host-10-9-3-167,1432692167,2827272,368640,0.39
host-10-9-3-168,1432692169,2377348,482324,0.97
mosix1.curs.pub.ro,1432692169,2848380,525844,0.44
host-10-9-3-167,1432692169,2827276,368764,0.39
host-10-9-3-168,1432692170,2377348,482316,0.97
mosix1.curs.pub.ro,1432692171,2848384,525704,0.49
host-10-9-3-167,1432692170,2827276,368764,0.39
host-10-9-3-168,1432692172,2377352,482448,0.97
mosix1.curs.pub.ro,1432692172,2848384,525844,0.49
host-10-9-3-167,1432692172,2827280,368904,0.39
host-10-9-3-168,1432692173,2377352,482448,0.89
mosix1.curs.pub.ro,1432692174,2848388,525820,0.49
host-10-9-3-167,1432692173,2827280,368904,0.36
host-10-9-3-168,1432692175,2377356,482456,0.89
mosix1.curs.pub.ro,1432692175,2848388,525828,0.49
host-10-9-3-167,1432692175,2827284,368780,0.36
host-10-9-3-168,1432692177,2377356,482556,0.89
mosix1.curs.pub.ro,1432692177,2848392,525944,0.85
host-10-9-3-167,1432692176,2827284,369020,0.36
host-10-9-3-168,1432692178,2377360,482580,0.82
mosix1.curs.pub.ro,1432692178,2848392,526084,0.85
host-10-9-3-167,1432692178,2827288,369028,0.33
host-10-9-3-168,1432692180,2377360,482556,0.82
mosix1.curs.pub.ro,1432692180,2848396,525944,0.85
host-10-9-3-167,1432692179,2827288,368896,0.33
host-10-9-3-168,1432692181,2377364,482556,0.82
mosix1.curs.pub.ro,1432692181,2848400,526084,0.78
host-10-9-3-167,1432692181,2827292,369012,0.33
host-10-9-3-168,1432692183,2377364,482556,0.76
mosix1.curs.pub.ro,1432692183,2848404,526224,0.78
host-10-9-3-167,1432692182,2827292,369012,0.30
host-10-9-3-168,1432692184,2377368,482688,0.76
mosix1.curs.pub.ro,1432692184,2848404,526108,0.78
host-10-9-3-167,1432692184,2827296,368912,0.30
host-10-9-3-168,1432692186,2377372,482812,0.76
mosix1.curs.pub.ro,1432692186,2848408,526216,0.80
host-10-9-3-167,1432692185,2827300,369136,0.30
host-10-9-3-168,1432692187,2377372,482688,0.76
mosix1.curs.pub.ro,1432692187,2848408,526084,0.80
host-10-9-3-167,1432692187,2827304,369152,0.30
host-10-9-3-168,1432692189,2377376,482704,0.70
mosix1.curs.pub.ro,1432692189,2848412,526208,0.80
host-10-9-3-167,1432692188,2827308,369160,0.36
host-10-9-3-168,1432692190,2377376,481928,0.70
mosix1.curs.pub.ro,1432692190,2848412,526572,0.80
host-10-9-3-167,1432692190,2827308,369260,0.36
host-10-9-3-168,1432692192,2377380,481944,0.70
mosix1.curs.pub.ro,1432692192,2848416,526332,0.89
host-10-9-3-167,1432692191,2827312,369284,0.36
host-10-9-3-168,1432692193,2377384,481920,0.64
mosix1.curs.pub.ro,1432692193,2848416,526440,0.89
host-10-9-3-167,1432692193,2827312,369260,0.33
host-10-9-3-168,1432692195,2377388,482052,0.64
mosix1.curs.pub.ro,1432692195,2848420,526572,0.89
host-10-9-3-167,1432692194,2827316,369384,0.33
host-10-9-3-168,1432692196,2377392,482052,0.64
mosix1.curs.pub.ro,1432692196,2848420,526572,0.82
host-10-9-3-167,1432692196,2827316,369400,0.33
host-10-9-3-168,1432692198,2377392,481432,0.59
mosix1.curs.pub.ro,1432692198,2848424,526688,0.82
host-10-9-3-167,1432692197,2827320,369400,0.30
host-10-9-3-168,1432692224,2377392,481516,0.39
mosix1.curs.pub.ro,1432692224,2848424,526572,0.54
host-10-9-3-167,1432692224,2827328,369260,0.20
host-10-9-3-168,1432692226,2377400,482052,0.39
mosix1.curs.pub.ro,1432692226,2848428,526580,0.58
host-10-9-3-167,1432692225,2827332,369524,0.20
host-10-9-3-168,1432692227,2377412,482060,0.39
mosix1.curs.pub.ro,1432692227,2848428,526704,0.58
host-10-9-3-167,1432692227,2827332,369508,0.20
host-10-9-3-168,1432692229,2377412,482060,0.36
mosix1.curs.pub.ro,1432692229,2848432,526688,0.58
host-10-9-3-167,1432692228,2827336,369400,0.18
host-10-9-3-168,1432692230,2377416,482044,0.36
mosix1.curs.pub.ro,1432692230,2848432,526860,0.58
host-10-9-3-167,1432692230,2827336,369756,0.18
host-10-9-3-168,1432692232,2377416,481672,0.36
mosix1.curs.pub.ro,1432692232,2848440,526960,0.85
host-10-9-3-167,1432692231,2827340,369648,0.18
host-10-9-3-168,1432692258,2377420,481508,0.22
mosix1.curs.pub.ro,1432692258,2848444,525936,0.56
host-10-9-3-167,1432692258,2827344,369516,0.11
host-10-9-3-168,1432692259,2377424,482184,0.22
mosix1.curs.pub.ro,1432692260,2848448,526168,0.56
host-10-9-3-167,1432692259,2827344,369648,0.11
host-10-9-3-168,1432692261,2377428,482176,0.22
mosix1.curs.pub.ro,1432692261,2848452,526052,0.52
host-10-9-3-167,1432692261,2827348,369656,0.11
host-10-9-3-168,1432692262,2377432,482176,0.22
mosix1.curs.pub.ro,1432692263,2848452,526192,0.52
host-10-9-3-167,1432692262,2827348,369756,0.42
host-10-9-3-168,1432692264,2377432,482292,0.28
mosix1.curs.pub.ro,1432692264,2848456,526192,0.52
host-10-9-3-167,1432692264,2827352,369648,0.42
host-10-9-3-168,1432692265,2377436,481788,0.28
mosix1.curs.pub.ro,1432692266,2848460,525664,0.63
host-10-9-3-167,1432692265,2827352,369648,0.42
host-10-9-3-168,1432692292,2377440,480996,0.18
mosix1.curs.pub.ro,1432692292,2848468,526456,0.42
host-10-9-3-167,1432692292,2827356,369780,0.28
host-10-9-3-168,1432692293,2377444,483184,0.17
mosix1.curs.pub.ro,1432692293,2848472,526316,0.42
host-10-9-3-167,1432692293,2827356,369640,0.26
host-10-9-3-168,1432692295,2377444,483200,0.17
mosix1.curs.pub.ro,1432692295,2848472,526440,0.42
host-10-9-3-167,1432692294,2827360,370028,0.26
