HOSTNAME,TIME,NET,MEM,CPU
host-10-9-3-167,1432697737,2831964,379744,0.30
host-10-9-3-168,1432697739,2382192,491524,0.07
mosix1.curs.pub.ro,1432697740,2853320,559720,0.73
host-10-9-3-167,1432697739,2831968,379744,0.30
host-10-9-3-168,1432697741,2382196,491408,0.07
mosix1.curs.pub.ro,1432697741,2853320,559712,0.67
host-10-9-3-167,1432697741,2831968,379852,0.30
host-10-9-3-168,1432697742,2382196,491408,0.06
mosix1.curs.pub.ro,1432697743,2853328,559820,0.67
host-10-9-3-167,1432697742,2831972,379860,0.27
host-10-9-3-168,1432697744,2382200,491524,0.06
mosix1.curs.pub.ro,1432697745,2853328,559820,0.67
host-10-9-3-167,1432697744,2831972,379868,0.27
host-10-9-3-168,1432697746,2382200,491532,0.06
mosix1.curs.pub.ro,1432697746,2853332,559836,0.62
host-10-9-3-167,1432697746,2831976,380092,0.27
host-10-9-3-168,1432697747,2382204,491540,0.06
mosix1.curs.pub.ro,1432697748,2853332,560068,0.62
host-10-9-3-167,1432697747,2831976,379992,0.25
host-10-9-3-168,1432697749,2382204,491524,0.06
mosix1.curs.pub.ro,1432697750,2853336,559968,0.62
host-10-9-3-167,1432697749,2831984,380224,0.25
host-10-9-3-168,1432697751,2382208,491532,0.06
mosix1.curs.pub.ro,1432697751,2853336,560200,0.57
host-10-9-3-167,1432697751,2831984,380092,0.25
host-10-9-3-168,1432697752,2382208,491532,0.05
mosix1.curs.pub.ro,1432697753,2853340,560208,0.57
host-10-9-3-167,1432697752,2831988,380100,0.23
host-10-9-3-168,1432697754,2382212,491664,0.05
mosix1.curs.pub.ro,1432697755,2853344,560200,0.57
host-10-9-3-167,1432697754,2831988,380224,0.23
host-10-9-3-168,1432697756,2382212,491656,0.05
mosix1.curs.pub.ro,1432697756,2853348,560332,0.52
host-10-9-3-167,1432697756,2831992,380092,0.23
host-10-9-3-168,1432697757,2382216,491788,0.05
mosix1.curs.pub.ro,1432697758,2853348,560084,0.52
host-10-9-3-167,1432697757,2831992,380224,0.21
host-10-9-3-168,1432697759,2382216,491780,0.05
mosix1.curs.pub.ro,1432697760,2853352,560192,0.52
host-10-9-3-167,1432697759,2831996,380224,0.21
host-10-9-3-168,1432697761,2382220,491656,0.05
mosix1.curs.pub.ro,1432697761,2853356,560324,0.48
host-10-9-3-167,1432697761,2831996,380216,0.21
host-10-9-3-168,1432697762,2382224,491896,0.04
mosix1.curs.pub.ro,1432697763,2853360,560208,0.48
host-10-9-3-167,1432697762,2832000,380480,0.20
host-10-9-3-168,1432697764,2382224,491772,0.04
mosix1.curs.pub.ro,1432697765,2853360,560448,0.48
host-10-9-3-167,1432697764,2832004,380340,0.20
host-10-9-3-168,1432697766,2382228,491772,0.04
mosix1.curs.pub.ro,1432697766,2853364,560564,0.44
host-10-9-3-167,1432697766,2832004,380340,0.20
host-10-9-3-168,1432697767,2382228,492020,0.04
mosix1.curs.pub.ro,1432697768,2853364,560324,0.44
host-10-9-3-167,1432697767,2832008,380464,0.18
host-10-9-3-168,1432697769,2382232,492020,0.04
mosix1.curs.pub.ro,1432697770,2853368,560456,0.44
host-10-9-3-167,1432697769,2832008,380472,0.18
host-10-9-3-168,1432697771,2382232,491912,0.04
mosix1.curs.pub.ro,1432697771,2853368,560696,0.41
host-10-9-3-167,1432697771,2832012,380364,0.18
host-10-9-3-168,1432697772,2382236,492160,0.04
mosix1.curs.pub.ro,1432697773,2853372,560564,0.41
host-10-9-3-167,1432697772,2832012,380620,0.17
host-10-9-3-168,1432697774,2382236,492036,0.04
mosix1.curs.pub.ro,1432697775,2853372,560712,0.41
host-10-9-3-167,1432697774,2832016,380612,0.17
host-10-9-3-168,1432697776,2382240,492020,0.04
mosix1.curs.pub.ro,1432697776,2853376,559936,0.38
host-10-9-3-167,1432697776,2832016,380612,0.17
host-10-9-3-168,1432697777,2382244,492268,0.03
mosix1.curs.pub.ro,1432697778,2853376,559936,0.38
host-10-9-3-167,1432697777,2832020,380596,0.15
host-10-9-3-168,1432697779,2382248,492284,0.03
mosix1.curs.pub.ro,1432697779,2853384,559928,0.38
host-10-9-3-167,1432697779,2832020,380728,0.15
host-10-9-3-168,1432697781,2382248,492168,0.03
mosix1.curs.pub.ro,1432697781,2853384,560060,0.35
host-10-9-3-167,1432697781,2832024,380620,0.15
host-10-9-3-168,1432697782,2382252,492276,0.03
mosix1.curs.pub.ro,1432697783,2853388,560052,0.35
host-10-9-3-167,1432697782,2832024,380736,0.14
host-10-9-3-168,1432697784,2382256,492416,0.03
mosix1.curs.pub.ro,1432697784,2853388,559796,0.35
host-10-9-3-167,1432697784,2832028,380728,0.14
host-10-9-3-168,1432697785,2382256,492276,0.03
mosix1.curs.pub.ro,1432697811,2853392,559608,0.21
host-10-9-3-167,1432697810,2832032,380744,0.09
host-10-9-3-168,1432697812,2382260,492524,0.18
mosix1.curs.pub.ro,1432697813,2853396,560300,0.21
host-10-9-3-167,1432697812,2832036,380736,0.09
host-10-9-3-168,1432697814,2382260,492400,0.18
mosix1.curs.pub.ro,1432697814,2853400,560300,0.21
host-10-9-3-167,1432697814,2832040,380960,0.09
host-10-9-3-168,1432697815,2382264,492400,0.18
mosix1.curs.pub.ro,1432697816,2853408,560300,0.19
host-10-9-3-167,1432697815,2832040,380852,0.09
host-10-9-3-168,1432697817,2382264,492408,0.49
mosix1.curs.pub.ro,1432697817,2853408,560432,0.19
host-10-9-3-167,1432697817,2832044,380852,0.08
host-10-9-3-168,1432697819,2382268,492524,0.49
mosix1.curs.pub.ro,1432697819,2853412,559928,0.19
host-10-9-3-167,1432697818,2832044,380992,0.08
host-10-9-3-168,1432697820,2382268,492408,0.49
mosix1.curs.pub.ro,1432697846,2853412,559996,0.12
host-10-9-3-167,1432697845,2832048,380860,0.05
host-10-9-3-168,1432697847,2382272,492524,0.32
mosix1.curs.pub.ro,1432697847,2853416,560540,0.12
host-10-9-3-167,1432697847,2832048,380984,0.37
host-10-9-3-168,1432697848,2382272,492640,0.53
mosix1.curs.pub.ro,1432697849,2853420,560448,0.12
host-10-9-3-167,1432697848,2832052,380960,0.37
host-10-9-3-168,1432697850,2382276,492648,0.53
mosix1.curs.pub.ro,1432697850,2853424,560556,0.19
host-10-9-3-167,1432697850,2832052,380960,0.37
host-10-9-3-168,1432697852,2382276,492524,0.53
mosix1.curs.pub.ro,1432697852,2853424,560680,0.19
host-10-9-3-167,1432697852,2832056,381084,0.37
host-10-9-3-168,1432697853,2382280,492764,0.49
mosix1.curs.pub.ro,1432697854,2853428,560276,0.19
host-10-9-3-167,1432697853,2832056,381100,0.42
host-10-9-3-168,1432697855,2382284,492640,0.49
mosix1.curs.pub.ro,1432697880,2853428,559600,0.18
host-10-9-3-167,1432697880,2832060,381108,0.28
host-10-9-3-168,1432697881,2382284,492648,0.32
mosix1.curs.pub.ro,1432697882,2853432,561812,0.18
host-10-9-3-167,1432697881,2832064,381100,0.28
host-10-9-3-168,1432697883,2382288,492888,0.30
mosix1.curs.pub.ro,1432697884,2853432,561556,0.18
host-10-9-3-167,1432697883,2832064,380976,0.25
host-10-9-3-168,1432697885,2382288,492896,0.30
mosix1.curs.pub.ro,1432697885,2853436,561680,0.25
host-10-9-3-167,1432697885,2832068,381208,0.25
host-10-9-3-168,1432697887,2382292,492772,0.30
mosix1.curs.pub.ro,1432697887,2853436,561796,0.25
host-10-9-3-167,1432697886,2832068,381092,0.25
host-10-9-3-168,1432697888,2382292,493028,0.27
mosix1.curs.pub.ro,1432697889,2853440,561820,0.25
host-10-9-3-167,1432697888,2832072,381224,0.39
host-10-9-3-168,1432697890,2382300,492896,0.27
mosix1.curs.pub.ro,1432697890,2853440,562052,0.23
host-10-9-3-167,1432697890,2832072,381224,0.39
host-10-9-3-168,1432697891,2382300,492772,0.27
mosix1.curs.pub.ro,1432697892,2853448,561920,0.23
host-10-9-3-167,1432697891,2832076,381216,0.39
host-10-9-3-168,1432697893,2382304,493136,0.25
mosix1.curs.pub.ro,1432697894,2853448,562052,0.23
host-10-9-3-167,1432697893,2832076,381208,0.44
host-10-9-3-168,1432697895,2382304,493012,0.25
mosix1.curs.pub.ro,1432697895,2853452,562200,0.21
host-10-9-3-167,1432697895,2832080,381340,0.44
host-10-9-3-168,1432697896,2382308,493044,0.25
mosix1.curs.pub.ro,1432697897,2853452,562168,0.21
host-10-9-3-167,1432697896,2832080,381348,0.44
host-10-9-3-168,1432697898,2382308,493152,0.23
mosix1.curs.pub.ro,1432697899,2853460,562300,0.21
host-10-9-3-167,1432697898,2832084,381588,0.49
host-10-9-3-168,1432697900,2382312,493136,0.23
mosix1.curs.pub.ro,1432697900,2853460,562168,0.19
host-10-9-3-167,1432697900,2832088,381456,0.49
host-10-9-3-168,1432697901,2382312,493012,0.23
mosix1.curs.pub.ro,1432697902,2853464,562300,0.19
host-10-9-3-167,1432697901,2832092,381472,0.49
host-10-9-3-168,1432697903,2382316,493268,0.21
mosix1.curs.pub.ro,1432697904,2853464,562440,0.19
host-10-9-3-167,1432697903,2832096,381712,0.93
host-10-9-3-168,1432697905,2382316,493136,0.21
mosix1.curs.pub.ro,1432697905,2853468,562308,0.18
host-10-9-3-167,1432697905,2832096,381588,0.93
host-10-9-3-168,1432697906,2382320,493160,0.21
mosix1.curs.pub.ro,1432697907,2853468,562424,0.18
host-10-9-3-167,1432697906,2832100,381456,0.93
host-10-9-3-168,1432697908,2382324,493268,0.20
mosix1.curs.pub.ro,1432697909,2853472,562416,0.18
host-10-9-3-167,1432697908,2832100,381720,1.33
host-10-9-3-168,1432697910,2382324,493400,0.20
mosix1.curs.pub.ro,1432697910,2853472,562464,0.32
host-10-9-3-167,1432697910,2832104,381588,1.33
host-10-9-3-168,1432697911,2382328,493284,0.20
mosix1.curs.pub.ro,1432697912,2853480,562548,0.32
host-10-9-3-167,1432697912,2832104,381852,1.33
host-10-9-3-168,1432697913,2382328,493392,0.18
mosix1.curs.pub.ro,1432697914,2853480,562664,0.32
host-10-9-3-167,1432697913,2832108,381704,1.39
host-10-9-3-168,1432697915,2382332,493276,0.18
mosix1.curs.pub.ro,1432697915,2853484,562548,0.30
host-10-9-3-167,1432697915,2832108,381704,1.39
host-10-9-3-168,1432697917,2382332,493276,0.18
mosix1.curs.pub.ro,1432697917,2853484,562688,0.30
host-10-9-3-167,1432697917,2832112,381720,1.39
host-10-9-3-168,1432697918,2382336,493384,0.17
mosix1.curs.pub.ro,1432697919,2853492,562788,0.30
host-10-9-3-167,1432697918,2832112,381704,1.44
host-10-9-3-168,1432697920,2382336,493408,0.17
mosix1.curs.pub.ro,1432697920,2853492,562672,0.43
host-10-9-3-167,1432697920,2832116,381580,1.44
host-10-9-3-168,1432697922,2382340,493392,0.17
mosix1.curs.pub.ro,1432697922,2853496,562804,0.43
host-10-9-3-167,1432697922,2832116,381828,1.44
host-10-9-3-168,1432697923,2382340,493516,0.15
mosix1.curs.pub.ro,1432697924,2853496,563044,0.43
host-10-9-3-167,1432697923,2832120,381836,1.40
host-10-9-3-168,1432697925,2382344,493508,0.15
mosix1.curs.pub.ro,1432697925,2853500,562912,0.48
host-10-9-3-167,1432697925,2832128,381728,1.40
host-10-9-3-168,1432697927,2382344,493392,0.15
mosix1.curs.pub.ro,1432697927,2853500,563084,0.48
host-10-9-3-167,1432697927,2832128,382092,1.40
host-10-9-3-168,1432697928,2382356,493640,0.14
mosix1.curs.pub.ro,1432697929,2853504,562912,0.48
host-10-9-3-167,1432697928,2832132,381952,1.45
host-10-9-3-168,1432697930,2382360,494152,0.14
mosix1.curs.pub.ro,1432697931,2853504,563168,0.52
host-10-9-3-167,1432697930,2832132,382084,1.45
host-10-9-3-168,1432697932,2382360,493632,0.14
mosix1.curs.pub.ro,1432697932,2853512,563160,0.52
host-10-9-3-167,1432697932,2832136,382092,1.41
host-10-9-3-168,1432697933,2382364,493756,0.13
mosix1.curs.pub.ro,1432697934,2853512,563060,0.52
host-10-9-3-167,1432697933,2832136,382084,1.41
host-10-9-3-168,1432697935,2382364,493764,0.13
mosix1.curs.pub.ro,1432697936,2853512,563160,0.56
host-10-9-3-167,1432697935,2832140,382076,1.41
host-10-9-3-168,1432697937,2382368,493648,0.13
mosix1.curs.pub.ro,1432697937,2853516,563292,0.56
host-10-9-3-167,1432697937,2832140,382100,1.70
host-10-9-3-168,1432697938,2382368,493904,0.12
mosix1.curs.pub.ro,1432697939,2853516,563308,0.56
host-10-9-3-167,1432697938,2832148,382084,1.70
host-10-9-3-168,1432697940,2382372,493780,0.12
mosix1.curs.pub.ro,1432697941,2853520,563284,0.59
host-10-9-3-167,1432697940,2832148,382084,1.70
host-10-9-3-168,1432697942,2382372,494012,0.12
mosix1.curs.pub.ro,1432697942,2853520,563292,0.59
host-10-9-3-167,1432697942,2832152,382208,1.88
host-10-9-3-168,1432697943,2382376,493888,0.11
mosix1.curs.pub.ro,1432697944,2853524,563308,0.59
host-10-9-3-167,1432697943,2832152,382324,1.88
host-10-9-3-168,1432697945,2382376,493880,0.11
mosix1.curs.pub.ro,1432697946,2853524,563424,0.71
host-10-9-3-167,1432697945,2832156,382224,1.88
host-10-9-3-168,1432697947,2382380,494136,0.11
mosix1.curs.pub.ro,1432697947,2853528,563532,0.71
host-10-9-3-167,1432697947,2832160,382456,2.05
host-10-9-3-168,1432697948,2382380,493888,0.10
mosix1.curs.pub.ro,1432697949,2853528,563416,0.71
host-10-9-3-167,1432697948,2832160,382464,2.05
host-10-9-3-168,1432697950,2382384,494004,0.10
mosix1.curs.pub.ro,1432697951,2853532,563540,0.81
host-10-9-3-167,1432697950,2832164,382464,2.05
host-10-9-3-168,1432697952,2382384,494020,0.10
mosix1.curs.pub.ro,1432697952,2853532,563680,0.81
host-10-9-3-167,1432697952,2832164,382448,1.97
host-10-9-3-168,1432697954,2382388,494012,0.25
mosix1.curs.pub.ro,1432697954,2853536,563532,0.81
host-10-9-3-167,1432697954,2832168,382820,1.97
host-10-9-3-168,1432697955,2382392,494020,0.25
mosix1.curs.pub.ro,1432697956,2853536,563664,0.91
host-10-9-3-167,1432697955,2832168,382828,1.97
host-10-9-3-168,1432697957,2382392,494012,0.25
mosix1.curs.pub.ro,1432697957,2853540,563672,0.91
host-10-9-3-167,1432697957,2832172,382820,1.97
host-10-9-3-168,1432697959,2382396,494152,0.31
mosix1.curs.pub.ro,1432697959,2853540,563800,0.91
host-10-9-3-167,1432697959,2832172,382976,1.97
host-10-9-3-168,1432697960,2382396,494144,0.31
mosix1.curs.pub.ro,1432697961,2853548,563800,0.91
host-10-9-3-167,1432697960,2832176,382968,1.97
host-10-9-3-168,1432697962,2382400,494152,0.31
mosix1.curs.pub.ro,1432697962,2853548,563692,0.91
host-10-9-3-167,1432697962,2832176,382944,2.13
host-10-9-3-168,1432697964,2382400,494252,0.37
mosix1.curs.pub.ro,1432697964,2853552,563924,0.91
host-10-9-3-167,1432697964,2832180,383192,2.13
host-10-9-3-168,1432697965,2382404,494252,0.37
mosix1.curs.pub.ro,1432697966,2853552,563932,0.92
host-10-9-3-167,1432697965,2832180,383076,2.13
host-10-9-3-168,1432697967,2382408,494276,0.37
mosix1.curs.pub.ro,1432697967,2853556,563948,0.92
host-10-9-3-167,1432697967,2832184,382960,1.96
host-10-9-3-168,1432697969,2382412,494400,0.50
mosix1.curs.pub.ro,1432697969,2853556,564056,0.92
host-10-9-3-167,1432697969,2832188,383084,1.96
host-10-9-3-168,1432697970,2382412,494400,0.50
mosix1.curs.pub.ro,1432697971,2853560,564212,0.93
host-10-9-3-167,1432697970,2832188,383092,1.96
host-10-9-3-168,1432697972,2382416,494508,0.50
mosix1.curs.pub.ro,1432697972,2853560,564056,0.93
host-10-9-3-167,1432697972,2832192,383332,1.81
host-10-9-3-168,1432697974,2382416,494384,0.62
mosix1.curs.pub.ro,1432697974,2853568,564180,0.93
host-10-9-3-167,1432697974,2832192,383208,1.81
host-10-9-3-168,1432697975,2382420,494500,0.62
mosix1.curs.pub.ro,1432697976,2853568,564296,0.85
host-10-9-3-167,1432697975,2832196,383200,1.81
host-10-9-3-168,1432697977,2382420,494624,0.62
mosix1.curs.pub.ro,1432697977,2853568,564320,0.85
host-10-9-3-167,1432697977,2832196,383324,1.66
host-10-9-3-168,1432697979,2382424,494632,0.89
mosix1.curs.pub.ro,1432697979,2853572,564476,0.85
host-10-9-3-167,1432697979,2832204,383200,1.66
host-10-9-3-168,1432697980,2382428,494632,0.89
mosix1.curs.pub.ro,1432697981,2853576,564420,0.78
host-10-9-3-167,1432697980,2832204,383316,1.66
host-10-9-3-168,1432697982,2382428,494872,0.89
mosix1.curs.pub.ro,1432697983,2853576,564444,0.78
host-10-9-3-167,1432697982,2832208,383324,1.53
host-10-9-3-168,1432697984,2382432,494756,0.90
mosix1.curs.pub.ro,1432697984,2853576,564420,0.78
host-10-9-3-167,1432697984,2832208,383456,1.53
host-10-9-3-168,1432697985,2382432,494640,0.90
mosix1.curs.pub.ro,1432697986,2853580,564544,0.72
host-10-9-3-167,1432697985,2832212,383456,1.53
host-10-9-3-168,1432697987,2382436,494996,1.15
mosix1.curs.pub.ro,1432697988,2853580,564584,0.72
host-10-9-3-167,1432697987,2832212,383464,1.41
host-10-9-3-168,1432697989,2382436,494980,1.15
mosix1.curs.pub.ro,1432697989,2853584,564816,0.72
host-10-9-3-167,1432697989,2832216,383316,1.41
host-10-9-3-168,1432697990,2382440,495112,1.15
mosix1.curs.pub.ro,1432697991,2853588,564040,0.66
host-10-9-3-167,1432697990,2832216,383564,1.41
host-10-9-3-168,1432697992,2382440,495136,1.30
mosix1.curs.pub.ro,1432697993,2853588,564040,0.66
host-10-9-3-167,1432697992,2832220,383564,1.29
host-10-9-3-168,1432697994,2382444,495144,1.30
mosix1.curs.pub.ro,1432697994,2853592,564156,0.66
host-10-9-3-167,1432697994,2832224,383704,1.29
host-10-9-3-168,1432697995,2382444,495244,1.30
mosix1.curs.pub.ro,1432697996,2853596,564304,0.61
host-10-9-3-167,1432697995,2832224,383588,1.29
host-10-9-3-168,1432697997,2382448,495244,1.30
mosix1.curs.pub.ro,1432697997,2853600,564164,0.61
host-10-9-3-167,1432697997,2832228,383588,1.19
host-10-9-3-168,1432697999,2382448,495260,1.51
mosix1.curs.pub.ro,1432697999,2853604,563644,0.61
host-10-9-3-167,1432697999,2832228,383696,1.19
host-10-9-3-168,1432698000,2382452,495244,1.51
mosix1.curs.pub.ro,1432698026,2853604,563752,0.47
host-10-9-3-167,1432698025,2832232,383564,0.78
host-10-9-3-168,1432698027,2382452,495384,1.00
mosix1.curs.pub.ro,1432698027,2853612,564288,0.47
host-10-9-3-167,1432698027,2832232,383688,0.88
host-10-9-3-168,1432698028,2382456,495508,0.92
mosix1.curs.pub.ro,1432698029,2853612,564280,0.47
host-10-9-3-167,1432698028,2832236,383704,0.88
host-10-9-3-168,1432698030,2382464,495376,0.92
mosix1.curs.pub.ro,1432698031,2853620,564272,0.52
host-10-9-3-167,1432698030,2832236,383704,0.88
host-10-9-3-168,1432698032,2382464,495500,0.92
mosix1.curs.pub.ro,1432698032,2853624,564568,0.52
host-10-9-3-167,1432698032,2832240,383820,0.88
host-10-9-3-168,1432698033,2382468,495492,0.84
mosix1.curs.pub.ro,1432698034,2853628,564124,0.52
host-10-9-3-167,1432698033,2832240,383812,0.97
host-10-9-3-168,1432698035,2382468,495500,0.84
mosix1.curs.pub.ro,1432698060,2853628,563968,0.66
host-10-9-3-167,1432698060,2832244,383836,0.64
host-10-9-3-168,1432698061,2382472,495624,0.56
mosix1.curs.pub.ro,1432698062,2853632,564528,0.66
host-10-9-3-167,1432698061,2832244,383836,0.64
host-10-9-3-168,1432698063,2382472,495648,0.51
mosix1.curs.pub.ro,1432698064,2853636,564520,0.66
host-10-9-3-167,1432698063,2832248,383952,0.59
host-10-9-3-168,1432698065,2382476,495492,0.51
mosix1.curs.pub.ro,1432698065,2853640,564644,0.66
host-10-9-3-167,1432698065,2832252,383936,0.59
host-10-9-3-168,1432698066,2382476,495632,0.51
mosix1.curs.pub.ro,1432698067,2853644,564636,0.69
host-10-9-3-167,1432698066,2832256,383936,0.59
host-10-9-3-168,1432698068,2382480,495624,0.47
mosix1.curs.pub.ro,1432698068,2853644,564256,0.69
host-10-9-3-167,1432698068,2832260,384184,0.54
host-10-9-3-168,1432698070,2382480,495508,0.47
mosix1.curs.pub.ro,1432698095,2853648,563688,0.45
host-10-9-3-167,1432698094,2832260,383952,0.36
host-10-9-3-168,1432698096,2382484,495748,0.31
mosix1.curs.pub.ro,1432698097,2853648,565792,0.42
host-10-9-3-167,1432698096,2832264,384068,0.36
host-10-9-3-168,1432698098,2382484,495748,0.29
mosix1.curs.pub.ro,1432698098,2853652,565644,0.42
host-10-9-3-167,1432698098,2832264,384068,0.33
host-10-9-3-168,1432698099,2382488,495632,0.29
mosix1.curs.pub.ro,1432698100,2853652,565800,0.42
host-10-9-3-167,1432698099,2832268,384184,0.33
host-10-9-3-168,1432698101,2382492,495888,0.29
mosix1.curs.pub.ro,1432698102,2853656,565892,0.46
host-10-9-3-167,1432698101,2832268,384184,0.33
host-10-9-3-168,1432698103,2382492,495748,0.26
mosix1.curs.pub.ro,1432698103,2853656,565776,0.46
host-10-9-3-167,1432698103,2832272,384060,0.30
host-10-9-3-168,1432698105,2382496,495616,0.26
mosix1.curs.pub.ro,1432698105,2853660,566048,0.46
host-10-9-3-167,1432698105,2832272,384192,0.30
host-10-9-3-168,1432698106,2382496,495864,0.26
mosix1.curs.pub.ro,1432698107,2853660,566156,0.43
host-10-9-3-167,1432698106,2832276,384316,0.30
host-10-9-3-168,1432698108,2382500,495888,0.24
mosix1.curs.pub.ro,1432698108,2853668,566032,0.43
host-10-9-3-167,1432698108,2832276,384432,0.28
host-10-9-3-168,1432698110,2382500,496012,0.24
mosix1.curs.pub.ro,1432698110,2853672,566180,0.43
host-10-9-3-167,1432698110,2832280,384324,0.28
host-10-9-3-168,1432698111,2382504,496004,0.24
mosix1.curs.pub.ro,1432698112,2853676,566272,0.39
host-10-9-3-167,1432698111,2832284,384308,0.28
host-10-9-3-168,1432698113,2382504,495748,0.22
mosix1.curs.pub.ro,1432698113,2853676,566264,0.39
host-10-9-3-167,1432698113,2832284,384308,0.26
host-10-9-3-168,1432698115,2382508,495988,0.22
mosix1.curs.pub.ro,1432698115,2853680,566388,0.39
host-10-9-3-167,1432698115,2832288,384332,0.26
host-10-9-3-168,1432698116,2382508,496120,0.22
mosix1.curs.pub.ro,1432698117,2853680,566388,0.44
host-10-9-3-167,1432698116,2832288,384440,0.26
host-10-9-3-168,1432698118,2382516,496128,0.20
mosix1.curs.pub.ro,1432698118,2853684,566396,0.44
host-10-9-3-167,1432698118,2832292,384424,0.23
host-10-9-3-168,1432698120,2382516,495988,0.20
mosix1.curs.pub.ro,1432698120,2853684,566404,0.44
host-10-9-3-167,1432698120,2832292,384696,0.23
host-10-9-3-168,1432698121,2382520,496236,0.20
mosix1.curs.pub.ro,1432698122,2853688,566396,0.64
host-10-9-3-167,1432698121,2832296,384572,0.23
host-10-9-3-168,1432698123,2382520,496244,0.19
mosix1.curs.pub.ro,1432698123,2853688,566520,0.64
host-10-9-3-167,1432698123,2832296,384556,0.22
host-10-9-3-168,1432698125,2382524,496120,0.19
mosix1.curs.pub.ro,1432698125,2853688,566528,0.64
host-10-9-3-167,1432698125,2832300,384564,0.22
host-10-9-3-168,1432698126,2382528,496252,0.19
mosix1.curs.pub.ro,1432698127,2853692,566512,0.99
host-10-9-3-167,1432698126,2832300,384572,0.22
host-10-9-3-168,1432698128,2382528,496268,0.17
mosix1.curs.pub.ro,1432698128,2853692,566636,0.99
host-10-9-3-167,1432698128,2832304,384564,0.20
host-10-9-3-168,1432698130,2382532,496120,0.17
mosix1.curs.pub.ro,1432698130,2853700,566900,0.99
host-10-9-3-167,1432698130,2832308,384680,0.20
host-10-9-3-168,1432698131,2382532,496384,0.17
mosix1.curs.pub.ro,1432698132,2853700,566768,0.91
host-10-9-3-167,1432698131,2832312,384680,0.20
host-10-9-3-168,1432698133,2382536,496360,0.16
mosix1.curs.pub.ro,1432698133,2853704,566884,0.91
host-10-9-3-167,1432698133,2832316,384556,0.18
host-10-9-3-168,1432698135,2382536,496368,0.16
mosix1.curs.pub.ro,1432698135,2853704,567008,0.91
host-10-9-3-167,1432698135,2832316,384680,0.18
host-10-9-3-168,1432698136,2382540,496484,0.16
mosix1.curs.pub.ro,1432698137,2853708,566872,0.84
host-10-9-3-167,1432698136,2832320,384704,0.18
host-10-9-3-168,1432698138,2382540,496360,0.15
mosix1.curs.pub.ro,1432698138,2853708,567112,0.84
host-10-9-3-167,1432698138,2832320,384580,0.17
host-10-9-3-168,1432698140,2382544,496376,0.15
mosix1.curs.pub.ro,1432698140,2853712,566888,0.84
host-10-9-3-167,1432698139,2832324,384952,0.17
host-10-9-3-168,1432698141,2382544,496492,0.15
mosix1.curs.pub.ro,1432698142,2853712,567112,0.77
host-10-9-3-167,1432698141,2832324,384804,0.17
host-10-9-3-168,1432698143,2382548,496608,0.13
mosix1.curs.pub.ro,1432698143,2853716,567104,0.77
host-10-9-3-167,1432698143,2832328,385052,0.15
host-10-9-3-168,1432698144,2382548,496508,0.13
mosix1.curs.pub.ro,1432698145,2853716,567112,0.77
host-10-9-3-167,1432698144,2832328,379496,0.15
host-10-9-3-168,1432698146,2382552,496624,0.13
mosix1.curs.pub.ro,1432698147,2853720,567236,0.71
host-10-9-3-167,1432698146,2832336,379356,0.15
host-10-9-3-168,1432698148,2382552,496608,0.12
mosix1.curs.pub.ro,1432698148,2853720,567352,0.71
host-10-9-3-167,1432698148,2832336,379488,0.14
host-10-9-3-168,1432698149,2382560,496632,0.12
mosix1.curs.pub.ro,1432698150,2853728,567252,0.71
host-10-9-3-167,1432698149,2832340,379480,0.14
host-10-9-3-168,1432698151,2382564,496740,0.12
mosix1.curs.pub.ro,1432698152,2853728,567360,0.65
host-10-9-3-167,1432698151,2832340,379472,0.14
host-10-9-3-168,1432698153,2382564,496740,0.11
mosix1.curs.pub.ro,1432698153,2853732,567376,0.65
host-10-9-3-167,1432698153,2832344,379488,0.13
host-10-9-3-168,1432698154,2382568,496872,0.11
mosix1.curs.pub.ro,1432698155,2853732,567484,0.65
host-10-9-3-167,1432698154,2832348,379620,0.13
host-10-9-3-168,1432698156,2382568,496740,0.11
mosix1.curs.pub.ro,1432698157,2853736,567484,0.60
host-10-9-3-167,1432698156,2832348,379720,0.13
host-10-9-3-168,1432698158,2382576,496732,0.10
mosix1.curs.pub.ro,1432698158,2853736,567500,0.60
host-10-9-3-167,1432698158,2832352,379720,0.12
host-10-9-3-168,1432698159,2382576,496872,0.10
mosix1.curs.pub.ro,1432698160,2853744,567608,0.60
host-10-9-3-167,1432698159,2832352,379612,0.12
host-10-9-3-168,1432698161,2382580,496856,0.10
mosix1.curs.pub.ro,1432698162,2853744,567640,0.55
host-10-9-3-167,1432698161,2832356,379844,0.12
host-10-9-3-168,1432698163,2382580,496748,0.10
mosix1.curs.pub.ro,1432698163,2853748,567600,0.55
host-10-9-3-167,1432698163,2832356,379868,0.11
host-10-9-3-168,1432698164,2382584,496988,0.10
mosix1.curs.pub.ro,1432698165,2853748,567864,0.55
host-10-9-3-167,1432698165,2832360,379720,0.11
host-10-9-3-168,1432698166,2382584,496872,0.10
mosix1.curs.pub.ro,1432698167,2853752,567872,0.51
host-10-9-3-167,1432698166,2832360,379860,0.11
host-10-9-3-168,1432698168,2382588,496864,0.09
mosix1.curs.pub.ro,1432698168,2853752,567980,0.51
host-10-9-3-167,1432698168,2832368,379860,0.10
host-10-9-3-168,1432698170,2382588,497104,0.09
mosix1.curs.pub.ro,1432698170,2853756,568112,0.51
host-10-9-3-167,1432698170,2832368,379976,0.10
